34.369827,27.325842
34.593021,27.436096
34.744705,27.54587
35.0532,27.724985
35.144333,27.787165
35.189327,27.785957
35.215481,27.753281
35.224499,27.707846
35.230381,27.663088
35.236847,27.632374
35.240261,27.615097
35.241341,27.618275
35.24221,27.640921
35.246948,27.676266
35.253296,27.719252
35.256058,27.749243
35.260818,27.77363
35.268105,27.788458
35.271935,27.81139
35.272324,27.833765
35.271618,27.861439
35.273647,27.90164
35.27425,27.93886
35.270927,27.972687
35.265488,28.018171
35.257549,28.048283
35.249096,28.076515
35.24128,28.07513
35.236904,27.993198
35.23708,27.94598
35.229931,27.997046
35.214455,27.998211
35.199368,27.980375
34.236874,27.375021
34.426758,27.439571
34.625469,27.525526
35.033421,27.716621
35.131664,27.771826
35.181271,27.783657
35.208858,27.77018
35.221336,27.737406
35.226254,27.700651
35.227962,27.671297
35.229275,27.649858
35.232391,27.649912
35.238338,27.671835
35.245239,27.694071
35.246124,27.718157
35.242496,27.739176
35.240269,27.756563
35.242233,27.776426
35.245323,27.797897
35.244167,27.818764
35.240601,27.842478
35.240982,27.873806
35.239353,27.89451
35.230213,27.91847
35.219009,27.946512
35.210918,27.970715
35.205009,27.992281
35.199196,27.976801
35.191048,27.897514
35.179359,27.877373
35.165359,27.915276
35.14682,27.921
35.133209,27.91036
33.933197,27.441874
34.236362,27.510948
35.017075,27.695303
35.112164,27.747284
35.165253,27.764273
35.195915,27.762718
35.209522,27.73983
35.21743,27.70866
35.218437,27.67956
35.217609,27.658949
35.219349,27.652443
35.224754,27.667147
35.228512,27.679272
35.225735,27.694717
35.222569,27.71035
35.218506,27.720404
35.216034,27.73848
35.213955,27.752411
35.210285,27.762413
35.205296,27.780312
35.201855,27.797983
35.191303,27.809612
35.178947,27.823601
35.172737,27.843645
35.17078,27.867785
35.166817,27.886034
35.159515,27.889435
35.147778,27.856216
35.128529,27.839193
35.110764,27.844654
35.098206,27.842264
35.085464,27.842232
33.513809,27.566233
33.585018,27.58786
34.986294,27.681042
35.090546,27.726246
35.135952,27.735376
35.168755,27.729342
35.18697,27.71109
35.195148,27.69211
35.194523,27.665726
35.19017,27.639542
