32.410694,28.278999
32.299541,28.26219
32.190353,28.251606
32.022045,28.256788
31.77903,28.269932
31.464685,28.301321
31.197054,28.336649
31.064531,28.332264
30.819452,28.338657
29.182241,28.372089
32.847782,26.436523
33.134411,26.383615
33.231216,26.791542
33.254528,27.037369
33.26717,27.247643
33.261734,27.298983
33.26527,27.240721
33.292515,27.272947
33.32518,27.392937
33.334011,27.465639
33.329559,27.501005
33.350094,27.511578
33.383865,27.520487
33.395157,27.541758
33.382313,27.551567
33.368671,27.561333
33.367615,27.569038
33.381088,27.571913
33.388237,27.590105
33.391006,27.622793
33.399933,27.653547
33.391991,27.690514
33.364227,27.739183
33.318413,27.796459
32.487179,28.307629
32.346355,28.29933
32.217197,28.302509
32.032795,28.313028
31.819139,28.316999
31.584421,28.32708
31.281782,28.352802
31.030144,28.357506
30.787031,28.365013
29.018923,28.384289
24.450888,28.335028
24.41923,28.253622
32.904911,26.562201
33.150414,26.482794
33.238903,26.848232
33.260254,27.187529
33.274765,27.335649
33.276325,27.401085
33.275288,27.499462
33.259712,27.57918
33.233128,27.625774
33.215153,27.643021
33.234032,27.65275
33.276985,27.648596
33.292339,27.679651
33.291168,27.707039
33.280884,27.719522
33.284428,27.729319
33.302792,27.733585
33.302338,27.756075
33.290482,27.803411
33.293808,27.856131
33.289078,27.914944
33.261902,27.968237
33.215649,28.030897
32.512459,28.36795
32.352604,28.36232
32.188156,28.36661
32.015446,28.372616
31.843987,28.365414
31.641163,28.357611
31.304195,28.374287
30.854219,28.38629
30.612318,28.402548
28.660854,28.413328
24.380383,28.449364
23.198156,28.463417
22.858353,28.418531
23.82692,28.32295
32.94561,26.686481
33.181934,26.620815
33.22871,26.987221
33.265961,27.318771
33.259644,27.486633
33.223789,27.61729
33.186001,27.700687
33.139812,27.74861
33.121784,27.755407
33.153324,27.746603
33.190754,27.767681
33.202499,27.799593
33.201477,27.85741
33.186268,27.873552
33.196262,27.873234
33.21104,27.891594
33.206951,27.946779
33.175671,28.005375
33.160492,28.075674
33.160309,28.154301
33.141258,28.222881
33.103413,28.293074
32.547081,28.442579
32.39333,28.434595
32.200397,28.432602
32.004753,28.423391
31.835146,28.405661
31.619596,28.387177
31.263975,28.401066
30.58057,28.429956
29.382715,28.459402
28.024063,28.47636
26.540745,28.470783
24.7896,28.449646
23.877031,28.480328
25.015221,28.556881
24.92548,28.46627
24.082588,28.46771
32.965485,26.791908
33.105644,26.756222
33.244854,27.165283
33.239109,27.525223
33.178936,27.680138
33.131489,27.781338
33.0868,27.866844
33.074413,27.901468
33.086018,27.899466
33.094574,27.943417
33.080585,27.973827
33.066883,28.008644
33.083054,28.024248
33.112064,28.037298
33.108101,28.075148
33.09161,28.146652
33.063087,28.217276
33.048531,28.289881
33.041447,28.376465
33.029797,28.468445
33.001244,28.541737
32.58482,28.50696
32.460884,28.503159
32.271175,28.48913
32.040932,28.467489
31.828363,28.4447
31.580206,28.417007
31.243937,28.438957
30.447882,28.493067
28.294945,28.506357
26.726337,28.561024
26.767166,28.584574
25.97378,28.584728
27.584858,28.652328
27.570921,28.707315
26.703814,28.660765
25.057543,28.594141
32.994568,26.896896
33.186619,26.982916
33.219135,27.446531
33.143482,27.716757
33.091454,27.830919
33.044262,27.944969
33.015724,28.01049
33.004612,28.036249
32.993439,28.066532
32.975716,28.086262
32.965679,28.121092
32.994419,28.150764
33.008781,28.19404
33.001976,28.255066
32.986668,28.330532
32.963188,28.405022
32.939442,28.472637
32.938599,28.547924
32.931988,28.632647
32.897705,28.705208
32.659828,28.561567
32.542023,28.552914
32.364697,28.535011
32.149033,28.513687
31.922144,28.486759
31.684446,28.454355
31.415854,28.484491
31.080873,28.547247
30.311346,28.608509
28.737722,28.659115
28.258017,28.697247
28.858053,28.754763
29.460604,28.812332
29.120111,28.851658
